case_id,scenario,amount_at_risk,ground_truth_action,model_action,model_confidence,escalated,decision_source,policy_reason,decision_correct,simulated_recovered,simulated_amount_recovered,error,api_error
BATCH-0300,overdue_invoice,142807,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0301,hard_decline,6263,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0302,soft_decline,1345,email,email,0.8,False,llm,,True,True,1345,,False
BATCH-0303,abandoned_checkout,5039,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0304,overdue_invoice,57727,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0305,hard_decline,20391,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0306,soft_decline,12665,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0307,abandoned_checkout,10630,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0308,overdue_invoice,33491,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0309,hard_decline,23401,escalate,escalate,0.8,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0310,soft_decline,13695,email,email,0.9,False,llm,,True,True,13695,,False
BATCH-0311,abandoned_checkout,15590,email,email,0.8,False,llm,,True,True,15590,,False
BATCH-0312,overdue_invoice,46082,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0313,hard_decline,10193,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0314,soft_decline,9818,email,email,0.9,False,llm,,True,True,9818,,False
BATCH-0315,abandoned_checkout,3592,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0316,overdue_invoice,127073,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0317,hard_decline,14887,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0318,soft_decline,5907,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0319,abandoned_checkout,18285,email,email,0.8,False,llm,,True,True,18285,,False
BATCH-0320,overdue_invoice,60540,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0321,hard_decline,4230,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0322,soft_decline,7393,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0323,abandoned_checkout,17607,email,email,0.8,False,llm,,True,True,17607,,False
BATCH-0324,overdue_invoice,29655,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0325,hard_decline,19567,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0326,soft_decline,8340,email,email,0.8,False,llm,,True,True,8340,,False
BATCH-0327,abandoned_checkout,10243,email,email,0.8,False,llm,,True,True,10243,,False
BATCH-0328,overdue_invoice,38310,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0329,hard_decline,15082,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0330,soft_decline,3339,email,email,0.9,False,llm,,True,True,3339,,False
BATCH-0331,abandoned_checkout,11035,email,email,0.8,False,llm,,True,True,11035,,False
BATCH-0332,overdue_invoice,69117,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0333,hard_decline,13507,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0334,soft_decline,13469,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0335,abandoned_checkout,7146,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0336,overdue_invoice,146842,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0337,hard_decline,17355,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0338,soft_decline,6138,email,email,0.8,False,llm,,True,True,6138,,False
BATCH-0339,abandoned_checkout,6188,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0340,overdue_invoice,119965,email,email,0.8,False,llm,,True,True,119965,,False
BATCH-0341,hard_decline,7817,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0342,soft_decline,1025,email,email,0.9,False,llm,,True,True,1025,,False
BATCH-0343,abandoned_checkout,4304,email,email,0.8,False,llm,,True,True,4304,,False
BATCH-0344,overdue_invoice,131537,email,email,0.9,False,llm,,True,True,131537,,False
BATCH-0345,hard_decline,18341,escalate,escalate,0.8,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0346,soft_decline,10980,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0347,abandoned_checkout,15709,email,email,0.8,False,llm,,True,True,15709,,False
BATCH-0348,overdue_invoice,130377,email,email,0.8,False,llm,,True,True,130377,,False
BATCH-0349,hard_decline,21910,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0350,soft_decline,5369,email,email,0.9,False,llm,,True,True,5369,,False
BATCH-0351,abandoned_checkout,17933,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0352,overdue_invoice,17138,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0353,hard_decline,12855,escalate,escalate,0.3,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0354,soft_decline,5425,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0355,abandoned_checkout,13197,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0356,overdue_invoice,76308,email,email,0.8,False,llm,,True,True,76308,,False
BATCH-0357,hard_decline,21117,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0358,soft_decline,1612,email,email,0.8,False,llm,,True,True,1612,,False
BATCH-0359,abandoned_checkout,2202,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0360,overdue_invoice,60485,email,email,0.8,False,llm,,True,True,60485,,False
BATCH-0361,hard_decline,6143,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0362,soft_decline,2763,email,email,0.9,False,llm,,True,True,2763,,False
BATCH-0363,abandoned_checkout,19055,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0364,overdue_invoice,33337,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0365,hard_decline,2581,escalate,escalate,0.7,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0366,soft_decline,5221,email,email,0.9,False,llm,,True,True,5221,,False
BATCH-0367,abandoned_checkout,2124,email,email,0.8,False,llm,,True,True,2124,,False
BATCH-0368,overdue_invoice,67063,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0369,hard_decline,8179,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0370,soft_decline,8000,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0371,abandoned_checkout,12761,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0372,overdue_invoice,74061,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0373,hard_decline,19796,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0374,soft_decline,3644,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0375,abandoned_checkout,19328,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0376,overdue_invoice,91401,email,email,0.8,False,llm,,True,True,91401,,False
BATCH-0377,hard_decline,5472,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0378,soft_decline,13218,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0379,abandoned_checkout,9528,email,email,0.8,False,llm,,True,True,9528,,False
BATCH-0380,overdue_invoice,53505,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0381,hard_decline,19330,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0382,soft_decline,14194,email,email,0.8,False,llm,,True,True,14194,,False
BATCH-0383,abandoned_checkout,17426,email,email,0.8,False,llm,,True,True,17426,,False
BATCH-0384,overdue_invoice,128891,email,email,0.8,False,llm,,True,True,128891,,False
BATCH-0385,hard_decline,22067,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0386,soft_decline,2529,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0387,abandoned_checkout,13522,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0388,overdue_invoice,20802,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0389,hard_decline,4823,escalate,escalate,0.3,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0390,soft_decline,14275,email,email,0.9,False,llm,,True,True,14275,,False
BATCH-0391,abandoned_checkout,12678,email,email,0.8,False,llm,,True,True,12678,,False
BATCH-0392,overdue_invoice,144287,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0393,hard_decline,20145,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0394,soft_decline,3468,email,email,0.8,False,llm,,True,True,3468,,False
BATCH-0395,abandoned_checkout,6265,email,email,0.8,False,llm,,True,True,6265,,False
BATCH-0396,overdue_invoice,78923,email,email,0.8,False,llm,,True,True,78923,,False
BATCH-0397,hard_decline,17724,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0398,soft_decline,6668,email,email,0.9,False,llm,,True,True,6668,,False
BATCH-0399,abandoned_checkout,13200,email,email,0.7,False,llm,,True,False,0,,False
BATCH-0400,overdue_invoice,81111,email,email,0.8,False,llm,,True,True,81111,,False
BATCH-0401,hard_decline,2980,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0402,soft_decline,9077,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0403,abandoned_checkout,6326,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0404,overdue_invoice,117446,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0405,hard_decline,16963,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0406,soft_decline,13694,email,email,0.9,False,llm,,True,True,13694,,False
BATCH-0407,abandoned_checkout,8471,email,email,0.8,False,llm,,True,True,8471,,False
BATCH-0408,overdue_invoice,135010,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0409,hard_decline,22531,escalate,error,0.0,False,error,,False,False,0,"Could not parse Gemini JSON response: '{\n  ""action_type"": ""email"",\n  ""channel"": ""email"",\n  """"timing"": ""immediate"",\n  ""tone"": ""urgent"",\n  ""confidence"": 0.8,\n  ""reasoning"": ""The payment failed due to a \'stolen_card_decline\', which is a hard decline indicating a security concern. It\'s crucial to reach out immediately to understand the custo'",True
BATCH-0410,soft_decline,7132,email,email,0.9,False,llm,,True,True,7132,,False
BATCH-0411,abandoned_checkout,19620,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0412,overdue_invoice,145042,email,email,0.8,False,llm,,True,True,145042,,False
BATCH-0413,hard_decline,3825,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0414,soft_decline,12685,email,email,0.9,False,llm,,True,True,12685,,False
BATCH-0415,abandoned_checkout,6663,email,email,0.8,False,llm,,True,True,6663,,False
BATCH-0416,overdue_invoice,137432,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0417,hard_decline,24145,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0418,soft_decline,11752,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0419,abandoned_checkout,12263,email,email,0.8,False,llm,,True,True,12263,,False
BATCH-0420,overdue_invoice,118129,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0421,hard_decline,7504,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0422,soft_decline,3895,email,email,0.9,False,llm,,True,True,3895,,False
BATCH-0423,abandoned_checkout,18945,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0424,overdue_invoice,147876,email,email,0.8,False,llm,,True,True,147876,,False
BATCH-0425,hard_decline,17367,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0426,soft_decline,6561,email,email,0.9,False,llm,,True,True,6561,,False
BATCH-0427,abandoned_checkout,10291,email,email,0.8,False,llm,,True,True,10291,,False
BATCH-0428,overdue_invoice,128922,email,email,0.8,False,llm,,True,True,128922,,False
BATCH-0429,hard_decline,14978,escalate,escalate,0.6,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0430,soft_decline,1539,email,email,0.8,False,llm,,True,True,1539,,False
BATCH-0431,abandoned_checkout,15583,email,email,0.8,False,llm,,True,True,15583,,False
BATCH-0432,overdue_invoice,31225,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0433,hard_decline,22552,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0434,soft_decline,5084,email,email,0.9,False,llm,,True,True,5084,,False
BATCH-0435,abandoned_checkout,8429,email,email,0.7,False,llm,,True,False,0,,False
BATCH-0436,overdue_invoice,114103,email,email,0.8,False,llm,,True,True,114103,,False
BATCH-0437,hard_decline,16780,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0438,soft_decline,12290,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0439,abandoned_checkout,4979,email,email,0.8,False,llm,,True,True,4979,,False
BATCH-0440,overdue_invoice,139656,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0441,hard_decline,14859,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0442,soft_decline,7094,email,email,0.8,False,llm,,True,True,7094,,False
BATCH-0443,abandoned_checkout,11744,email,email,0.8,False,llm,,True,True,11744,,False
BATCH-0444,overdue_invoice,143872,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0445,hard_decline,17327,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0446,soft_decline,5551,email,email,0.9,False,llm,,True,True,5551,,False
BATCH-0447,abandoned_checkout,4122,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0448,overdue_invoice,144940,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0449,hard_decline,1606,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0450,soft_decline,1189,email,email,0.8,False,llm,,True,True,1189,,False
BATCH-0451,abandoned_checkout,17449,email,email,0.8,False,llm,,True,True,17449,,False
BATCH-0452,overdue_invoice,46718,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0453,hard_decline,13608,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0454,soft_decline,2307,email,email,0.9,False,llm,,True,True,2307,,False
BATCH-0455,abandoned_checkout,4347,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0456,overdue_invoice,20049,email,email,0.8,False,llm,,True,True,20049,,False
BATCH-0457,hard_decline,10247,escalate,escalate,0.8,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0458,soft_decline,13836,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0459,abandoned_checkout,14992,email,email,0.9,False,llm,,True,True,14992,,False
BATCH-0460,overdue_invoice,112859,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0461,hard_decline,22858,escalate,escalate,0.3,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0462,soft_decline,5284,email,email,0.8,False,llm,,True,True,5284,,False
BATCH-0463,abandoned_checkout,12207,email,email,0.8,False,llm,,True,True,12207,,False
BATCH-0464,overdue_invoice,39408,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0465,hard_decline,4731,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0466,soft_decline,13611,email,email,0.9,False,llm,,True,True,13611,,False
BATCH-0467,abandoned_checkout,10278,email,email,0.8,False,llm,,True,True,10278,,False
BATCH-0468,overdue_invoice,67195,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0469,hard_decline,14874,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0470,soft_decline,13031,email,email,0.8,False,llm,,True,True,13031,,False
BATCH-0471,abandoned_checkout,10733,email,email,0.7,False,llm,,True,False,0,,False
BATCH-0472,overdue_invoice,143061,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0473,hard_decline,3819,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0474,soft_decline,2159,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0475,abandoned_checkout,8912,email,email,0.7,False,llm,,True,False,0,,False
BATCH-0476,overdue_invoice,142459,email,email,0.8,False,llm,,True,True,142459,,False
BATCH-0477,hard_decline,23518,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0478,soft_decline,14182,email,email,0.9,False,llm,,True,True,14182,,False
BATCH-0479,abandoned_checkout,4670,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0480,overdue_invoice,49971,email,email,0.8,False,llm,,True,True,49971,,False
BATCH-0481,hard_decline,13320,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0482,soft_decline,4382,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0483,abandoned_checkout,15170,email,email,0.8,False,llm,,True,True,15170,,False
BATCH-0484,overdue_invoice,74630,email,email,0.8,False,llm,,True,True,74630,,False
BATCH-0485,hard_decline,24972,escalate,escalate,0.1,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0486,soft_decline,2123,email,email,0.9,False,llm,,True,False,0,,False
BATCH-0487,abandoned_checkout,17440,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0488,overdue_invoice,70270,email,email,0.8,False,llm,,True,True,70270,,False
BATCH-0489,hard_decline,4114,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0490,soft_decline,8722,email,email,0.9,False,llm,,True,True,8722,,False
BATCH-0491,abandoned_checkout,15352,email,email,0.85,False,llm,,True,False,0,,False
BATCH-0492,overdue_invoice,47655,email,email,0.8,False,llm,,True,True,47655,,False
BATCH-0493,hard_decline,9920,escalate,escalate,0.9,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0494,soft_decline,1207,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0495,abandoned_checkout,9206,email,email,0.8,False,llm,,True,True,9206,,False
BATCH-0496,overdue_invoice,108765,email,email,0.8,False,llm,,True,False,0,,False
BATCH-0497,hard_decline,15727,escalate,escalate,0.2,True,policy,hard_decline_requires_human_escalation,True,False,0,,False
BATCH-0498,soft_decline,5687,email,email,0.8,False,llm,,True,True,5687,,False
BATCH-0499,abandoned_checkout,8705,email,email,0.8,False,llm,,True,True,8705,,False
BATCH-0500,overdue_invoice,21841,email,email,0.8,False,llm,,True,False,0,,False
